Year	Nsea	ItalySpermwhales	AdriaticIndividuals	AdriaticEvents	Sunspotcycle	Sunspots	AnnualTT	WinterTTAnom	SpringTTAnom	SummerTTAnom	AutumnTTAnom	AnnualTTAnom	WinterNAO	SpringNAO	SummerNAO	AutumnNAO	CRUwin	CRUspr	CRUsum	CRUaut
1740	0	0	0	0	12	73	-0.830	-1.560	-1.226	-0.386	-0.462	-0.830	-1.90	-0.58	-0.62	-0.61	NA	NA	NA	NA
1741	0	0	0	0	12	40	-0.055	1.282	-0.739	-0.394	0.178	-0.055	0.39	-0.78	-0.66	0.32	NA	NA	NA	NA
1742	0	0	0	0	12	20	-0.305	0.577	-1.102	-0.453	0.070	-0.305	0.32	-1.43	-0.84	0.12	NA	NA	NA	NA
1743	0	0	0	0	12	16	0.184	0.094	-0.052	0.351	-0.070	0.184	0.13	0.50	0.48	-0.04	NA	NA	NA	NA
1744	0	0	0	0	12	5	0.026	-0.872	0.500	0.165	0.333	0.026	-0.38	0.44	0.27	0.47	NA	NA	NA	NA
1745	0	0	0	0	11.2	11	-0.307	-0.918	-0.154	0.261	-0.160	-0.307	-0.52	-0.31	0.62	-0.37	NA	NA	NA	NA
1746	0	0	0	0	11.2	22	0.028	0.074	-0.531	0.009	-0.112	0.028	-0.14	-0.55	0.55	-0.05	NA	NA	NA	NA
1747	0	0	0	0	11.2	40	-0.009	0.397	-0.587	0.104	0.434	-0.009	0.33	-0.72	0.01	0.74	NA	NA	NA	NA
1748	0	0	0	0	11.2	60	-0.123	-0.263	-0.716	0.544	-0.335	-0.123	0.43	-0.65	0.20	-0.54	NA	NA	NA	NA
1749	0	0	0	0	11.2	80.9	-0.072	0.290	-0.352	0.302	-0.208	-0.072	1.04	-0.15	0.48	-0.63	NA	NA	NA	NA
1750	0	1	1	1	11.2	83.4	0.165	0.579	1.033	0.357	-0.934	0.165	0.99	1.23	0.22	-2.03	NA	NA	NA	NA
1751	2	0	0	0	11.2	47.7	-0.083	-0.764	0.610	0.006	-0.592	-0.083	-0.92	0.71	0.52	-0.60	NA	NA	NA	NA
1752	0	0	0	0	11.2	47.8	0.309	-0.005	0.075	0.779	0.309	0.309	-0.32	-0.33	1.15	0.11	NA	NA	NA	NA
1753	3	0	0	0	11.2	30.7	-0.075	-0.433	0.323	0.155	0.381	-0.075	-0.09	0.32	0.25	0.50	NA	NA	NA	NA
1754	0	0	0	0	11.2	12.2	-0.018	-0.819	-0.192	0.186	0.236	-0.018	-0.86	-0.42	0.67	-0.14	NA	NA	NA	NA
1755	0	0	0	0	11.2	9.6	-0.221	-1.954	0.111	0.721	0.261	-0.221	-0.89	0.52	0.74	0.50	NA	NA	NA	NA
1756	0	0	0	0	11.3	10.2	0.014	0.800	-0.323	0.465	-0.302	0.014	0.69	-0.18	-0.61	-0.91	NA	NA	NA	NA
1757	4	0	0	0	11.3	32.4	0.242	-0.991	0.589	1.619	-0.529	0.242	-1.20	0.59	1.21	-0.82	NA	NA	NA	NA
1758	1	0	0	0	11.3	47.6	-0.614	-1.524	-0.262	0.028	-0.819	-0.614	-1.00	-0.62	-0.39	-0.97	NA	NA	NA	NA
1759	0	0	0	0	11.3	54	-0.024	0.270	-0.230	0.837	-0.416	-0.024	0.74	0.39	0.64	-0.40	NA	NA	NA	NA
1760	0	0	0	0	11.3	62.9	-0.305	-1.646	-0.802	0.298	0.015	-0.305	-1.51	0.17	0.58	0.02	NA	NA	NA	NA
1761	2	0	0	0	11.3	85.9	0.134	-0.127	0.624	1.037	-0.033	0.134	0.26	0.75	1.14	-0.22	NA	NA	NA	NA
1762	24	0	0	0	11.3	61.2	-0.156	-0.320	-0.145	0.396	-0.632	-0.156	0.26	-0.09	0.37	-1.08	NA	NA	NA	NA
1763	1	0	0	0	11.3	45.1	-0.297	-1.219	-0.955	0.894	-0.678	-0.297	-0.93	-0.51	0.87	-0.84	NA	NA	NA	NA
1764	1	1	1	1	11.3	36.4	0.209	1.120	-0.210	0.165	-0.319	0.209	0.78	0.20	0.62	-0.56	NA	NA	NA	NA
1765	3	0	0	0	11.3	20.9	-0.034	-0.062	0.324	0.152	-0.146	-0.034	-0.36	0.64	-0.15	0.36	NA	NA	NA	NA
1766	0	0	0	0	11.3	11.4	-0.081	-1.607	0.657	0.608	0.128	-0.081	-1.49	0.03	0.83	0.40	NA	NA	NA	NA
1767	1	1	1	1	9	37.8	-0.307	-1.885	-0.623	0.419	0.978	-0.307	-0.73	-0.56	1.61	1.69	NA	NA	NA	NA
1768	0	1	1	1	9	69.8	-0.441	-1.882	-1.048	0.465	-0.160	-0.441	-0.76	-0.53	-0.53	0.23	NA	NA	NA	NA
1769	2	0	0	0	9	106.1	-0.018	0.850	0.110	0.593	-0.882	-0.018	0.38	0.14	0.85	-1.14	NA	NA	NA	NA
1770	1	0	0	0	9	100.8	-0.009	-0.729	-0.842	-0.219	0.923	-0.009	0.12	-1.51	0.61	1.03	NA	NA	NA	NA
1771	0	0	0	0	9	81.6	-0.458	-0.311	-1.236	0.336	-0.493	-0.458	-0.85	-1.81	0.59	0.07	NA	NA	NA	NA
1772	0	0	0	0	9	66.5	0.244	-0.129	-0.620	0.576	1.105	0.244	-0.59	-1.69	0.71	2.55	NA	NA	NA	NA
1773	0	0	0	0	9	34.8	0.270	-0.166	0.329	0.277	0.503	0.270	0.11	0.15	0.08	1.96	NA	NA	NA	NA
1774	0	0	0	0	9	30.6	-0.363	-0.126	0.578	1.100	-1.794	-0.363	-0.37	0.05	2.08	-2.17	NA	NA	NA	NA
1775	0	1	1	1	9	7	0.391	-0.584	-0.433	1.207	0.685	0.391	0.28	0.55	2.01	1.41	NA	NA	NA	NA
1776	0	0	0	0	9.2	19.8	-0.044	-0.527	-0.265	0.974	-0.414	-0.044	-0.22	-0.58	1.80	0.16	NA	NA	NA	NA
1777	0	0	0	0	9.2	92.5	-0.374	-0.862	-0.339	-0.013	-0.223	-0.374	-0.54	-0.01	0.62	0.04	NA	NA	NA	NA
1778	0	0	0	0	9.2	154.4	0.107	-0.480	0.585	0.691	-0.750	0.107	-0.64	0.89	0.93	-0.34	NA	NA	NA	NA
1779	0	0	0	0	9.2	125.9	0.650	0.160	1.380	0.208	0.891	0.650	0.71	1.87	-0.96	0.65	NA	NA	NA	NA
1780	0	0	0	0	9.2	84.8	-0.364	-0.720	0.329	0.073	-0.367	-0.364	-1.27	1.58	0.78	-0.47	NA	NA	NA	NA
1781	1	0	0	0	9.2	68.1	0.184	-0.938	0.131	0.919	0.550	0.184	-0.46	-0.22	1.84	0.06	NA	NA	NA	NA
1782	0	0	0	0	9.2	38.5	-0.705	-1.184	-0.755	0.250	-0.978	-0.705	0.21	-1.16	0.38	-1.08	NA	NA	NA	NA
1783	0	0	0	0	9.2	22.8	0.118	-0.629	0.044	0.896	0.020	0.118	-0.05	0.00	1.38	0.36	NA	NA	NA	NA
1784	0	0	0	0	9.2	10.2	-0.565	-1.549	-0.752	0.487	-0.562	-0.565	-1.12	-0.83	1.50	-0.70	NA	NA	NA	NA
1785	0	0	0	0	9.2	24.1	-1.015	-1.209	-2.333	-0.316	-0.171	-1.015	-0.86	-1.04	0.51	0.35	NA	NA	NA	NA
1786	0	0	0	0	13.6	82.9	-0.769	-0.923	-0.530	-0.006	-1.753	-0.769	-0.12	-1.21	-0.47	-1.02	NA	NA	NA	NA
1787	0	0	0	0	13.6	132	-0.147	-0.880	-0.243	0.314	0.008	-0.147	0.12	0.66	0.48	0.27	NA	NA	NA	NA
1788	0	0	0	0	13.6	130.9	-0.578	-0.343	-0.177	0.838	-0.455	-0.578	-0.86	-0.36	0.86	-0.65	NA	NA	NA	NA
1789	0	0	0	0	13.6	118.1	0.260	-3.080	-0.371	1.014	0.947	0.260	-1.52	-1.30	1.42	1.18	NA	NA	NA	NA
1790	0	0	0	0	13.6	89.9	-0.038	0.705	-0.412	-0.131	-0.354	-0.038	1.45	-1.10	1.50	0.08	NA	NA	NA	NA
1791	0	1	1	1	13.6	66.6	0.613	1.688	0.655	0.356	-0.317	0.613	1.64	0.63	1.06	0.00	NA	NA	NA	NA
1792	0	0	0	0	13.6	60	-0.114	-0.440	-0.156	0.589	-0.132	-0.114	-0.77	1.12	0.11	0.51	NA	NA	NA	NA
1793	0	0	0	0	13.6	46.9	0.040	0.063	-0.570	0.623	0.304	0.040	0.89	-0.46	2.35	-0.02	NA	NA	NA	NA
1794	1	0	0	0	13.6	41	0.671	0.728	1.297	0.737	0.153	0.671	-0.21	1.45	0.91	0.82	NA	NA	NA	NA
1795	0	0	0	0	13.6	21.3	-0.340	-1.789	0.022	-0.041	0.105	-0.340	-0.93	-0.49	-0.69	0.33	NA	NA	NA	NA
1796	0	0	0	0	13.6	16	-0.008	0.993	-1.014	0.512	0.117	-0.008	0.87	-0.10	2.29	-0.20	NA	NA	NA	NA
1797	0	0	0	0	13.6	6.4	0.652	-0.140	0.210	0.723	0.723	0.652	-0.58	-0.15	1.18	1.21	NA	NA	NA	NA
1798	0	0	0	0	13.6	4.1	0.228	0.587	0.658	0.973	0.019	0.228	0.35	0.39	2.43	1.23	NA	NA	NA	NA
1799	0	0	0	0	13.6	6.8	-0.954	-3.005	-0.930	0.006	0.266	-0.954	-0.58	-1.30	1.20	0.34	NA	NA	NA	NA
1800	0	0	0	0	12.3	14.5	-0.094	-1.672	-0.112	-0.212	0.301	-0.094	-1.48	-0.10	-0.75	0.35	NA	NA	NA	NA
1801	0	0	0	0	12.3	34	0.409	0.127	1.212	-0.212	0.686	0.409	-0.07	0.60	-0.38	-0.42	NA	NA	NA	NA
1802	0	0	0	0	12.3	45	0.287	-0.497	0.668	0.531	0.393	0.287	-0.30	0.73	0.94	-0.81	NA	NA	NA	NA
1803	0	3	3	1	12.3	43.1	-0.644	-2.007	0.517	0.325	-0.561	-0.644	-0.48	0.78	0.57	-1.84	NA	NA	NA	NA
1804	0	0	0	0	12.3	47.5	-0.209	-0.857	-0.178	0.611	-0.292	-0.209	-1.17	-0.18	0.77	0.71	NA	NA	NA	NA
1805	0	0	0	0	12.3	42.2	-0.781	-1.778	-0.669	0.047	-1.498	-0.781	-1.29	-0.78	-0.16	-1.48	NA	NA	NA	NA
1806	0	0	0	0	12.3	28.1	0.324	0.538	-0.277	-0.192	0.338	0.324	0.21	-2.07	0.36	0.70	NA	NA	NA	NA
1807	0	0	0	0	12.3	10.1	0.227	0.981	-0.882	1.076	0.425	0.227	0.67	-1.46	1.37	-1.25	NA	NA	NA	NA
1808	0	0	0	0	12.3	8.1	-0.541	-0.279	-1.597	0.735	0.250	-0.541	-0.93	-1.20	0.29	0.57	NA	NA	NA	NA
1809	0	0	0	0	12.3	2.5	-0.490	-2.191	-1.336	0.473	-0.631	-0.490	-1.80	-1.18	0.45	-0.16	NA	NA	NA	NA
1810	0	1	1	1	12.3	0	-0.490	-0.099	-1.042	-0.473	-0.081	-0.490	0.12	-2.18	0.01	-0.51	NA	NA	NA	NA
1811	0	0	0	0	12.3	1.4	0.390	-0.319	0.741	1.281	-0.033	0.390	0.85	0.58	0.58	-0.75	NA	NA	NA	NA
1812	0	0	0	0	12.7	5	-0.796	-0.694	-0.854	0.381	-0.494	-0.796	0.16	-2.01	-0.02	-0.69	NA	NA	NA	NA
1813	0	0	0	0	12.7	12.2	-0.160	-1.781	0.315	-0.353	-0.129	-0.160	-0.66	-0.40	-0.36	-0.23	NA	NA	NA	NA
1814	0	0	0	0	12.7	13.9	-0.605	-2.207	-0.612	0.309	-0.292	-0.605	-3.02	-1.53	0.90	-0.45	NA	NA	NA	NA
1815	0	0	0	0	12.7	35.4	-0.287	-0.145	0.368	-0.395	-0.190	-0.287	-0.24	0.53	0.05	0.26	NA	NA	NA	NA
1816	0	0	0	0	12.7	45.8	-0.521	-1.159	-0.636	-0.310	-0.345	-0.521	-0.70	-1.36	-0.02	-0.14	NA	NA	NA	NA
1817	0	0	0	0	12.7	41.1	-0.103	1.262	-0.543	0.376	-0.750	-0.103	1.08	-0.94	1.35	-0.85	NA	NA	NA	NA
1818	0	0	0	0	12.7	30.1	0.223	-0.483	-0.015	0.117	0.303	0.223	-0.25	-1.33	0.50	0.26	NA	NA	NA	NA
1819	0	0	0	0	12.7	23.9	0.266	0.837	0.279	0.788	0.023	0.266	1.07	-0.93	1.31	-0.41	NA	NA	NA	NA
1820	0	0	0	0	12.7	15.6	-0.316	-1.901	0.592	0.229	-0.173	-0.316	-1.44	-0.20	0.88	-0.81	NA	NA	NA	NA
1821	0	0	0	0	12.7	6.6	-0.021	-1.202	0.016	-1.091	0.689	-0.021	-1.79	0.47	-2.38	0.38	NA	NA	NA	NA
1822	1	0	0	0	12.7	4	0.849	1.560	1.453	0.468	0.751	0.849	0.66	0.12	-1.31	-0.26	NA	0.13	-1.70	-1.05
1823	0	0	0	0	12.7	1.8	0.036	-1.130	0.018	0.357	0.378	0.036	-1.03	-0.36	1.01	-0.16	-2.06	4.65	0.88	-0.49
1824	0	0	0	0	10.6	8.5	0.542	1.066	0.019	-0.117	0.872	0.542	0.09	-0.33	-1.72	-0.55	-0.04	0.45	-2.26	NA
1825	1	0	0	0	10.6	16.6	0.313	0.975	-0.401	-0.003	0.638	0.313	0.05	-0.91	-0.40	0.38	-0.01	0.06	0.31	0.70
1826	0	0	0	0	10.6	36.3	0.475	0.007	0.312	1.228	0.709	0.475	0.08	-0.26	2.01	-0.02	0.17	-0.13	1.81	-1.00
1827	0	0	0	0	10.6	49.6	0.330	-0.175	1.123	0.584	-0.262	0.330	-0.79	1.59	0.19	-1.42	-1.59	0.73	-0.54	-1.50
1828	0	0	0	0	10.6	64.2	-0.108	-0.348	0.319	0.703	-0.381	-0.108	0.40	-0.11	0.11	-0.89	1.45	-0.58	-2.76	-1.75
1829	1	0	0	0	10.6	67	-1.468	-2.153	-1.148	-0.337	-1.163	-1.468	-0.71	-0.97	-0.65	-0.59	0.29	-0.21	0.33	0.39
1830	0	0	0	0	10.6	70.9	-0.481	-3.202	-0.004	0.123	-0.231	-0.481	-1.78	0.40	-0.25	1.20	-0.52	2.20	0.66	2.09
1831	0	0	0	0	10.6	47.8	-0.196	-0.708	-0.090	0.189	-0.260	-0.196	-1.44	-0.51	0.89	0.87	-1.55	-1.38	-0.56	-0.14
1832	0	0	0	0	10.6	27.5	-0.582	0.283	-0.769	-0.591	-0.766	-0.582	0.44	0.07	-1.23	0.40	0.38	-0.45	-1.76	1.44
1833	0	1	1	1	10.6	8.5	0.083	-0.165	-0.232	-0.333	0.204	0.083	0.01	0.02	-1.21	1.39	1.83	-0.06	-1.04	-0.43
1834	0	0	0	0	10.6	13.2	0.364	0.806	0.040	1.026	0.163	0.364	1.54	-0.65	0.98	-1.15	3.30	-0.68	-0.44	-0.87
1835	0	0	0	0	9.6	56.9	-0.367	0.708	-0.325	0.029	-1.019	-0.367	-0.24	-0.04	0.20	0.82	1.28	0.37	1.01	-0.44
1836	0	0	0	0	9.6	121.5	-0.158	-1.166	0.452	-0.594	-0.314	-0.158	-0.57	0.33	1.96	0.25	0.02	0.55	3.36	-0.24
1837	0	1	1	1	9.6	138.3	-0.560	-0.274	-1.105	-0.136	-0.353	-0.560	-0.11	-1.24	-1.75	1.16	0.70	-1.55	-1.79	1.34
1838	0	0	0	0	9.6	103.2	-1.041	-2.668	-1.039	-0.500	-0.186	-1.041	-1.95	-1.10	-0.68	0.21	-0.87	-0.51	0.84	-0.20
1839	0	0	0	0	9.6	85.7	-0.440	-0.343	-1.839	0.494	0.366	-0.440	0.89	-1.02	-0.35	1.29	2.66	0.42	0.40	-1.02
1840	0	0	0	0	9.6	64.6	-0.959	-0.956	-1.325	-0.390	-0.452	-0.959	-0.48	-1.28	1.31	-0.07	0.65	-0.92	0.40	-0.53
1841	0	0	0	0	9.6	36.7	0.097	-2.559	0.679	0.011	0.343	0.097	-2.06	2.19	0.42	-0.96	-1.50	2.01	0.39	-1.04
1842	0	0	0	0	9.6	24.2	-0.354	0.006	-0.404	0.393	-1.160	-0.354	0.41	0.47	0.98	-1.22	2.31	0.71	-2.44	-3.40
1843	0	0	0	0	9.6	10.7	-0.070	1.706	-1.293	-0.258	-0.389	-0.070	0.62	-0.86	0.61	-0.34	0.00	0.09	1.78	-0.54
1844	0	0	0	0	12.5	15	-0.780	-0.624	-0.542	-0.692	-0.175	-0.780	-0.03	0.46	-0.45	-0.87	1.15	0.74	-0.25	-0.85
1845	0	0	0	0	12.5	40.1	-0.581	-1.406	-2.050	-0.001	0.173	-0.581	-1.12	-0.73	0.32	0.49	-0.22	-0.32	0.54	0.47
1846	0	6	1	1	12.5	61.5	0.204	0.150	0.384	0.788	0.352	0.204	0.05	0.76	1.41	0.59	1.24	0.17	1.33	-0.59
1847	0	0	0	0	12.5	98.5	-0.345	-1.183	-0.882	0.080	0.008	-0.345	-1.16	0.11	0.01	0.70	-0.81	0.45	0.54	0.86
1848	0	0	0	0	12.5	124.7	-0.171	-1.015	0.799	-0.085	-0.202	-0.171	0.63	0.52	1.11	-0.97	0.91	0.14	0.91	-1.94
1849	0	0	0	0	12.5	96.3	-0.565	-0.431	-0.700	-0.411	-0.333	-0.565	0.03	-0.60	-0.16	-0.79	2.58	-0.69	-0.44	-0.50
1850	0	0	0	0	12.5	66.6	-0.598	-1.737	-0.834	0.114	-0.789	-0.598	0.02	-0.29	0.95	-0.86	0.91	-0.80	0.29	-0.80
1851	0	0	0	0	12.5	64.5	-0.171	0.180	-0.634	-0.270	0.377	-0.171	1.11	-0.16	0.27	-0.71	2.23	-0.56	-0.78	0.29
1852	0	0	0	0	12.5	54.1	-0.240	-0.158	-1.098	0.290	-0.520	-0.240	0.30	-1.20	0.90	-1.24	1.20	-1.28	0.63	-1.53
1853	0	1	6	1	12.5	39	-0.288	0.783	-1.425	0.338	0.081	-0.288	-0.05	-0.79	1.22	1.51	-0.57	-0.91	0.16	-0.06
1854	0	0	0	0	12.5	20.6	-0.201	-1.216	-0.181	0.092	-0.335	-0.201	-0.83	0.70	0.12	-0.13	-0.43	1.20	-0.67	0.72
1855	0	0	0	0	12.5	6.7	-0.784	-1.106	-0.634	0.331	-0.080	-0.784	-0.87	0.02	0.42	-0.74	-1.07	-0.45	0.66	-0.91
1856	0	0	0	0	12.5	4.3	-0.835	-1.314	-1.323	-0.436	-1.492	-0.835	-1.66	-1.40	-0.25	-1.35	-1.00	-0.32	0.48	-0.36
1857	0	0	0	0	11.2	22.7	-0.294	-0.702	-0.430	-0.274	-0.082	-0.294	-0.23	0.15	-0.35	-1.04	0.37	0.49	2.02	-0.22
1858	0	0	0	0	11.2	54.8	-0.434	-1.014	-0.639	0.575	-0.403	-0.434	-0.08	0.21	0.83	-1.08	1.74	0.18	-0.59	-1.31
1859	0	0	0	0	11.2	93.8	0.294	0.679	0.263	0.611	0.034	0.294	1.47	-0.10	0.04	-0.27	2.71	-0.08	1.33	-0.74
1860	0	0	0	0	11.2	95.8	-0.508	-0.750	-0.559	0.180	-0.660	-0.508	-0.13	0.56	0.33	-0.71	0.18	-0.27	-1.58	-0.69
1861	0	0	0	0	11.2	77.2	-0.295	-1.593	-0.616	0.920	-0.390	-0.295	-1.13	-0.40	1.96	-0.16	-0.63	-0.60	0.87	-1.00
1862	0	0	0	0	11.2	59.1	-0.864	-2.023	0.311	-0.505	-0.835	-0.864	-1.20	0.43	0.71	1.08	-0.54	-0.32	-1.24	-0.08
1863	0	0	0	0	11.2	44	0.570	0.523	0.473	-0.005	0.742	0.570	1.09	1.62	0.00	1.73	2.38	0.91	-0.31	1.16
1864	0	0	0	0	11.2	47	-0.963	-1.108	-0.574	-0.254	-1.419	-0.963	-0.07	-1.25	-0.14	-1.49	1.31	-1.13	0.68	-1.64
1865	0	0	0	0	11.2	30.5	-0.325	-1.231	-0.516	-0.170	0.179	-0.325	-0.06	-0.27	0.28	-0.37	-0.35	0.25	0.15	0.15
1866	0	0	0	0	11.2	16.3	0.033	0.541	-0.453	0.270	-0.177	0.033	1.08	-1.45	0.37	0.90	1.78	-1.51	0.29	0.83
1867	0	0	0	0	11.2	7.3	-0.946	-0.133	-1.355	-0.554	-0.885	-0.946	-0.53	-1.27	-0.16	0.26	1.20	-0.77	0.04	0.12
1868	0	0	0	0	11.7	37.6	0.074	-1.896	0.299	0.724	-0.296	0.074	0.90	2.46	1.11	0.28	1.62	2.27	2.11	-0.54
1869	0	0	0	0	11.7	74	0.102	0.979	0.142	-0.097	-0.317	0.102	1.10	-0.20	-1.04	0.34	3.05	-0.42	0.24	0.21
1870	0	0	0	0	11.7	139	-0.823	-0.854	-0.505	-0.003	-0.605	-0.823	-0.86	0.37	-0.92	0.02	-0.78	0.80	-1.07	0.32
1871	0	0	0	0	11.7	111.2	-1.276	-3.160	-0.658	-0.274	-1.234	-1.276	-0.53	-0.75	-0.49	-1.51	-0.38	-0.56	1.52	-2.18
1872	0	0	0	0	11.7	101.6	0.503	-0.691	0.653	0.039	0.839	0.503	0.02	0.06	-0.92	0.62	0.47	-0.64	-1.79	-0.92
1873	0	0	0	0	11.7	66.2	0.006	0.678	-0.757	0.308	-0.008	0.006	0.24	-0.49	1.99	0.38	0.46	-1.16	1.37	-1.20
1874	0	1	1	1	11.7	44.7	-0.262	0.175	-1.053	-0.073	0.195	-0.262	0.60	0.77	-0.77	1.61	1.88	0.87	0.08	0.42
1875	0	1	1	1	11.7	17	-1.448	-1.872	-1.721	0.093	-1.489	-1.448	-0.63	-0.05	0.03	-1.05	-0.51	-0.04	0.58	-1.19
1876	0	0	0	0	11.7	11.3	-0.571	-1.865	-0.486	0.376	-0.863	-0.571	-0.51	0.50	1.53	-2.57	0.64	-0.80	2.07	-2.39
1877	0	0	0	0	11.7	12.4	-0.529	-0.665	-1.389	-0.117	-0.552	-0.529	0.04	-1.82	-1.01	-0.07	1.07	-1.49	-0.32	-0.14
1878	0	0	0	0	11.7	3.4	0.108	0.004	-0.021	-0.365	0.858	0.108	0.63	-0.94	-1.59	-0.40	1.85	0.24	-1.98	-1.95
1879	0	0	0	0	11.7	6	-0.813	-0.119	-0.832	-0.259	-0.868	-0.813	-1.60	0.11	0.00	-0.36	-1.06	0.22	-0.79	-1.12
1880	0	0	0	0	10.7	32.3	-0.616	-1.996	-0.854	-0.161	-0.553	-0.616	-0.48	0.00	-0.94	-1.53	0.97	-0.02	-0.63	-0.36
1881	0	0	0	0	10.7	54.3	-1.101	-1.569	-1.296	-0.395	-1.039	-1.101	-2.30	-1.89	0.40	-0.50	-1.57	-0.37	0.84	0.68
1882	0	0	0	0	10.7	59.7	-0.055	0.459	0.502	-0.242	-0.657	-0.055	1.15	0.85	1.60	1.63	3.01	0.84	1.00	1.02
1883	0	0	0	0	10.7	63.7	-0.469	-0.831	-1.400	-0.167	0.181	-0.469	0.84	-0.25	-0.48	1.46	1.41	-0.90	-0.33	1.50
1884	0	0	0	0	10.7	63.5	-0.566	0.339	-0.772	-0.903	-0.990	-0.566	1.06	0.49	-0.11	0.55	1.90	-0.78	0.62	0.24
1885	0	1	1	1	10.7	52.2	-0.548	-0.100	-0.435	-0.506	-0.891	-0.548	0.48	0.78	-1.15	0.94	0.41	-0.13	1.21	-0.07
1886	0	0	0	0	10.7	25.4	-0.443	-1.159	-0.823	-0.452	0.066	-0.443	-0.01	-0.66	1.47	0.96	-0.61	-0.49	-0.11	-0.11
1887	0	0	0	0	10.7	13.1	-0.531	0.207	-0.651	-0.320	-0.689	-0.531	0.77	-1.23	-0.61	-1.14	1.35	-0.84	-0.18	-2.32
1888	0	0	0	0	10.7	6.8	-1.293	-2.220	-1.315	-0.863	-0.887	-1.293	-1.15	-0.67	-1.14	-0.79	-1.22	-0.93	0.77	0.46
1889	0	0	0	0	10.7	6.3	-0.583	-1.261	-0.438	-0.053	-0.259	-0.583	1.09	0.38	0.56	0.62	0.57	0.26	1.55	-0.17
1890	0	0	0	0	10.7	7.1	-0.289	-0.700	0.656	-0.143	-0.697	-0.289	0.90	1.09	2.19	1.81	1.75	-0.24	0.84	1.75
1891	0	0	0	0	12.1	35.6	-0.595	-2.043	-0.587	-0.411	-0.404	-0.595	-0.89	-0.95	-1.53	1.19	0.11	-1.29	-0.69	0.10
1892	0	0	0	0	12.1	73	-0.631	-0.409	-0.617	-0.544	0.016	-0.631	0.31	-0.96	-0.40	0.54	-0.04	-1.08	0.29	-0.42
1893	0	0	0	0	12.1	85.1	-0.880	-3.139	-0.634	-0.338	-0.273	-0.880	-0.92	-1.71	-1.40	-0.17	-0.04	0.12	-0.53	-0.94
1894	0	0	0	0	12.1	78	-0.209	0.049	0.301	-0.206	-0.802	-0.209	1.78	0.78	0.71	-1.74	2.40	0.57	1.62	-0.82
1895	0	0	0	0	12.1	64	-0.462	-1.463	-0.537	-0.104	0.304	-0.462	-1.80	-0.06	-0.27	-0.92	-1.94	0.20	0.91	0.18
1896	0	0	0	0	12.1	41.8	-0.422	-0.950	-0.512	0.048	-0.229	-0.422	-0.47	1.44	-0.52	-0.02	0.71	1.01	-0.02	-0.91
1897	0	0	0	0	12.1	26.2	-0.129	-0.658	0.544	0.351	-0.694	-0.129	0.34	1.65	-0.30	-0.36	0.94	2.02	0.34	0.27
1898	0	0	0	0	12.1	26.7	0.006	0.095	-0.541	-0.313	0.247	0.006	1.29	1.03	-0.47	0.41	1.74	0.20	0.40	-0.82
1899	0	0	0	0	12.1	12.1	-0.327	0.826	-0.747	-0.662	0.288	-0.327	0.15	-0.75	-0.56	0.07	1.22	-0.65	0.36	0.58
1900	0	0	0	0	12.1	9.5	-0.406	-1.025	-1.367	-0.214	0.085	-0.406	-0.83	-0.41	-0.88	1.02	-0.62	-0.36	-0.50	0.35
1901	0	0	0	0	12.1	2.7	-0.150	-0.986	-0.004	0.718	-0.331	-0.150	-0.68	-0.44	0.25	0.03	0.63	0.30	-0.16	-0.76
1902	0	0	1	1	12.1	5	-1.061	0.252	-1.278	-1.218	-1.425	-1.061	-0.86	-0.11	-2.87	-0.96	-0.46	-0.03	-1.56	-0.57
1903	0	1	0	0	11.9	24.4	0.047	0.033	0.420	-0.729	-0.310	0.047	0.43	1.48	-1.13	0.08	2.47	1.13	0.43	0.24
1904	0	0	0	0	11.9	42	-0.374	0.436	-0.568	-0.490	-0.742	-0.374	1.22	1.77	-1.40	-0.21	0.79	1.23	-0.10	-0.11
1905	0	0	0	0	11.9	63.5	-0.213	-0.669	-0.073	0.255	-0.568	-0.213	-0.01	0.47	-0.11	-0.07	1.59	0.11	-0.46	-1.18
1906	0	0	0	0	11.9	53.8	0.025	0.561	0.320	-0.243	-0.149	0.025	0.91	-0.69	-1.02	0.44	1.92	-0.11	0.00	-0.08
1907	0	0	0	0	11.9	62	-0.737	-1.321	-0.761	-0.808	0.052	-0.737	1.05	0.74	-0.53	0.51	0.94	0.69	0.81	-0.59
1908	0	1	1	1	11.9	48.5	-0.597	-0.293	-0.689	-0.473	-1.075	-0.597	1.00	0.57	-0.91	-0.68	1.27	0.30	0.51	0.34
1909	0	0	0	0	11.9	43.9	-0.506	-1.158	-1.054	-0.746	0.316	-0.506	0.65	-1.16	1.26	-0.66	0.92	-0.98	1.20	-0.89
1910	0	0	0	0	11.9	18.6	0.114	1.570	0.151	-0.675	-0.727	0.114	0.99	0.62	-0.43	-1.68	1.98	-0.29	-0.80	-1.19
1911	0	0	0	0	11.9	5.7	-0.119	-0.301	-0.300	-0.094	0.249	-0.119	0.20	0.48	-1.02	-0.10	0.92	-0.28	0.36	-0.13
1912	0	0	0	0	11.9	3.6	-0.664	-0.114	-0.022	-0.640	-1.802	-0.664	-0.49	1.11	-0.71	-0.37	0.65	1.27	-0.78	-0.29
1913	1	0	0	0	11.9	1.4	-0.002	0.368	0.435	-0.828	0.315	-0.002	1.01	2.60	0.56	0.47	2.01	1.70	0.23	0.15
