ID	Dive	x	y	X.long	Y.lat	Date	Year	Input_Month	Depth	Slope	Bottom_type	DistCoa	DistRck	DistSed	Current	Swell	Chla	SST	Ruggedness	Slope_slope	Sparisoma_cretense
01080002	0108	357758.4763	4264760.86	-28.6316485	38.51987965	07-Aug-98	1998	8	-5.2	19.64541252	0	7.741919297	0	28.28119234	0.022661805	18.03766594	0.588	18.29999924	0.008197936	35.52994699	2
01090001	0109	357755.466	4264793.722	-28.63168971	38.52017521	07-Aug-98	1998	8	-12.85	7.65942479	0	25.56194523	0	15.42154993	0.050271424	18.84083271	0.588	18.29999924	0.004789436	32.11920691	0
01090002	0109	357731.6343	4264818.056	-28.63196793	38.52039061	07-Aug-98	1998	8	-15.3	1.942750411	1	42.01329595	23.21936313	0	0.181402675	20.17727245	0.588	18.29999924	0.000321022	7.550475283	0
01090003	0109	357822.9474	4264886.541	-28.63093479	38.52102214	07-Aug-98	1998	8	-2.75	17.03126907	0	10.0616195	0	29.32428585	0	17.89265095	0.588	18.29999924	0.003582107	25.04819072	1
01090004	0109	357791.5898	4264811.032	-28.631279	38.52033691	07-Aug-98	1998	8	-2.55	16.29563178	0	8.804970081	0	36.25468636	0	17.59541607	0.588	18.29999924	0.010571122	37.90745845	0
01100001	0110	357758.978	4264810.279	-28.6316528	38.52032492	07-Aug-98	1998	8	-13	3.0538432	1	38.61741604	0.909090909	4.922012329	0.009861502	18.81711044	0.588	18.29999924	0.001495361	22.05728619	0
01100002	0110	357743.1739	4264807.269	-28.63183341	38.52029528	07-Aug-98	1998	8	-14.5	2.324489225	1	37.3615258	9.980644226	0	0.089049965	19.55439377	0.588	18.29999924	0.000366201	10.37826568	0
01110001	0111	357750.9505	4264793.221	-28.63174138	38.52016997	07-Aug-98	1998	8	-13.25	4.843826044	0	35.50583401	0.5	5.532247543	0.036798007	18.77435816	0.588	18.29999924	0.001057349	15.37297574	0
01110002	0111	357743.6756	4264806.767	-28.63182756	38.52029084	07-Aug-98	1998	8	-14.65	2.402395075	1	38.6983164	9.149540988	0	0.087039155	19.52984827	0.588	18.29999924	0.000387645	10.41271457	0
01120001	0112	358858.4082	4264685.248	-28.61902064	38.51937361	10-Aug-98	1998	8	-22.55	17.25749612	0	53.66866334	0	20.51644484	9.846143544	14.00538503	0.588	18.29999924	0.004234826	31.97767464	1
01140001	0114	361553.4376	4263451.847	-28.58787321	38.50868563	12-Aug-98	1998	8	-35	5.358238697	0	2992.934437	0	114.5557799	33.73214895	47.29999924	0.621999979	18.70000076	0.005836834	39.50621588	0
01150001	0115	361551.8268	4263453.458	-28.587892	38.50869989	12-Aug-98	1998	8	-36.05	4.837515419	0	2990.658913	0	115.4648708	33.71593984	47.29999924	0.621999979	18.70000076	0.003861938	30.34808644	0
01170001	0117	358825.2612	4264664.469	-28.61939653	38.51918117	14-Aug-98	1998	8	-15.55	18.51711247	0	20.60394304	0	50.97210381	7.012267763	12.86272725	0.588	18.29999924	0.005824807	31.73494044	2
01170002	0117	358821.5508	4264686.732	-28.61944357	38.51938113	14-Aug-98	1998	8	-13.75	18.08699608	0	20.34997711	0	51.42809105	6.180308931	11.88900013	0.588	18.29999924	0.004265083	35.03157873	1
01190001	0119	358828.2296	4264666.448	-28.61936289	38.51919947	06-Nov-98	1998	11	-16.9	17.4325389	0	22.81933247	0	48.9231172	7.469938538	12.97022733	0.588	18.29999924	0.005111222	33.3319788	4
01200001	0120	358853.4609	4264646.906	-28.61906963	38.51902742	06-Nov-98	1998	11	-24.95	19.16146392	0	49.76792526	0	22.67909896	10.35695562	14.67722246	0.588	18.29999924	0.007506318	39.9966839	3
01210001	0121	358850.9872	4264677.085	-28.61910409	38.5192989	15-Nov-98	1998	11	-22	22.80927896	0	44.57062006	0	30.68356919	9.821459254	13.94214317	0.588	18.29999924	0.004759749	26.4192338	1
01210002	0121	358830.4559	4264666.696	-28.61933741	38.51920205	15-Nov-98	1998	11	-15	17.35909462	0	24.62656611	0	47.41879793	7.561472719	13.09750011	0.588	18.29999924	0.004908437	32.01274976	3
01220001	0122	357716.3318	4264813.791	-28.63214253	38.52034975	15-Nov-98	1998	11	-14.25	2.266400477	1	46.83217318	19.32008788	0	0.420308318	20.63000027	0.588	18.29999924	0.000287848	5.504843347	0
01220002	0122	357753.9608	4264786.949	-28.63170559	38.52011396	15-Nov-98	1998	11	-11.65	5.989620715	0	28.40974315	0	10.25320784	0.033387846	18.70681763	0.588	18.29999924	0.001884681	24.62278668	3
01220003	0122	357761.7375	4264763.619	-28.63161167	38.51990503	15-Nov-98	1998	11	-2.4	18.99811649	0	7.687851906	0	28.70259976	0.029734407	17.92583251	0.588	18.29999924	0.009219806	32.20973992	1
01230001	0123	358816.6035	4264725.816	-28.61950819	38.51973243	15-Nov-98	1998	11	-16	7.393286705	0	29.15476036	0	40.31128693	4.566647746	10.84000015	0.588	18.29999924	0.006267336	50.25197983	1
01230002	0123	358850.2451	4264648.885	-28.6191069	38.51904474	15-Nov-98	1998	11	-22.6	16.02237911	0	43.99765472	0	28.92333202	10.40845947	14.48250027	0.588	18.29999924	0.004068205	28.2912987	1
01230003	0123	358803.7405	4264708.748	-28.61965224	38.51957664	15-Nov-98	1998	11	-4.5	20.85750667	0	11.63843918	0	59.47154586	3.712650585	10.41025	0.588	18.29999924	0.003266546	20.62985452	6
01240001	0124	363717.0266	4266990.75	-28.56375709	38.54090043	17-Nov-98	1998	11	-23.4	24.21317361	0	1462.948078	0	85.16000034	62.70128744	34.59999847	0.727999985	18.20000076	0.03511879	48.90990803	0
01250001	0125	363701.8499	4266955.522	-28.5639243	38.54058075	17-Nov-98	1998	11	-31.35	19.14168354	0	1469.45558	0	64.70749092	63.30039215	34.45999874	0.727999985	18.20000076	0.038452431	56.63069513	0
01260001	0126	357704.0397	4264823.826	-28.63228552	38.52043817	30-Nov-98	1998	11	-15.25	2.772164794	1	53.25315094	15.11926739	0	0.551936247	21.02227298	0.588	18.29999924	0.001267197	11.76800104	0
01260002	0126	357744.9299	4264807.52	-28.63181333	38.52029782	30-Nov-98	1998	11	-15.25	4.089047205	1	36.29742126	4.532247543	4.890742111	0.09707467	19.31766624	0.588	18.29999924	0.00105843	20.69521676	0
01260003	0126	357721.8508	4264820.313	-28.63208057	38.52040938	30-Nov-98	1998	11	-14.25	1.524959564	1	46.0977211	31.62277603	0	0.359090437	20.78600006	0.588	18.29999924	0.000127157	3.620640516	34
01260004	0126	357758.4763	4264775.159	-28.63165141	38.52000846	30-Nov-98	1998	11	-5.1	12.72830698	0	18.0409264	0	21.92593935	0.034351282	18.1342494	0.588	18.29999924	0.003772406	38.2226251	7
02760001	0276	357738.4075	4264817.554	-28.63189016	38.52038717	02-Aug-97	1997	8	-16.75	2.029615012	1	40.38901885	18.31764984	0	0.144700408	19.91545486	0.588	18.29999924	0.000437781	9.87087216	0
02760002	0276	357743.9264	4264813.54	-28.63182606	38.5203519	02-Aug-97	1997	8	-16.75	2.157057934	1	41.77681382	12.4190038	0	0.10130155	19.3746664	0.588	18.29999924	0.000586792	12.23020514	0
02760003	0276	357771.0193	4264815.045	-28.6315157	38.52036979	02-Aug-97	1997	8	-12.6	10.63806249	0	26.19124835	0	16.88490895	0	18.46935844	0.588	18.29999924	0.004432743	36.76672527	9
02920001	0292	358849.0083	4264681.785	-28.61912773	38.51934092	02-Mar-99	1999	3	-21.3	20.57511324	0	49.34917768	0	24.466721	9.078675588	13.67625032	0.588	18.29999924	0.004013532	30.24153026	2
02930001	0293	357728.624	4264814.795	-28.63200178	38.52036075	28-Feb-99	1999	2	-14.8	1.555618774	1	42.35137124	21.27811102	0	0.269374277	20.25090876	0.588	18.29999924	0.000339701	6.333457036	0
02930002	0293	357744.679	4264807.52	-28.6318162	38.52029778	28-Feb-99	1999	2	-14.4	4.118098229	1	36.29742126	4.678694153	4.890742111	0.079716043	19.31766624	0.588	18.29999924	0.001112334	20.65697989	0
02930003	0293	357752.9574	4264784.44	-28.63171658	38.5200912	28-Feb-99	1999	2	-11.65	10.20905326	0	20.71531893	0	14.52660802	0.031184775	18.47370317	0.588	18.29999924	0.001834543	28.64636307	29
02930004	0293	357791.0881	4264810.028	-28.63128455	38.52032779	28-Feb-99	1999	2	-3	19.14683862	0	11.26330532	0	32.83668189	0	17.6614996	0.588	18.29999924	0.008844863	33.58983439	3
02940001	0294	358849.2557	4264681.785	-28.61912489	38.51934096	04-Mar-99	1999	3	-20.1	20.57511324	0	49.34917768	0	24.466721	8.885026693	13.76033363	0.588	18.29999924	0.004013532	30.24153026	4
02940002	0294	358814.6245	4264726.311	-28.61953098	38.51973658	04-Mar-99	1999	3	-15.7	14.94945321	0	27.91001568	0	45.12628555	4.436655998	10.82000022	0.588	18.29999924	0.00453771	42.51626062	6
02950001	0295	361550.5383	4263444.438	-28.58790498	38.50861843	25-Feb-99	1999	2	-35.1	9.048311461	0	2992.807107	0	116.8181818	33.71391531	47.29999924	0.621999979	18.70000076	0.009899515	40.85616944	0
02960001	0296	357676.9468	4264726.492	-28.63257638	38.51955702	03-Mar-99	1999	3	-15.15	9.543312661	1	38.53016257	6.417697191	0	0.676424113	20.98749965	0.588	18.29999924	0.006399386	28.89804392	0
02960002	0296	357744.679	4264812.286	-28.63181717	38.52034072	03-Mar-99	1999	3	-15	2.33230648	1	39.31830053	6.489354324	3.282247543	0.081115144	19.41155535	0.588	18.29999924	0.000896984	17.03412638	0
02960003	0296	357755.9677	4264789.959	-28.63168319	38.52014139	03-Mar-99	1999	3	-13.5	5.326473854	0	30.61266726	0	10.99703875	0.022166687	18.70866642	0.588	18.29999924	0.002391709	27.60528651	0
03710001	0371	358851.9767	4264647.401	-28.61908675	38.51903165	20-Jul-99	1999	7	-21.55	16.10730691	0	45.02304285	0	27.77290639	10.39730225	14.60937524	0.588	18.29999924	0.004102351	30.1002735	3
03710002	0371	358815.614	4264727.795	-28.61951994	38.5197501	20-Jul-99	1999	7	-15.1	11.7976243	0	30.20548592	0	42.64649162	4.425387764	10.8554547	0.588	18.29999924	0.00398301	37.31772718	54
03710003	0371	358784.6933	4264749.563	-28.61987889	38.5199413	20-Jul-99	1999	7	-2.75	22.42122546	0	9.467466875	0	66.67818867	1.082604557	9.480187654	0.588	18.29999924	0.00525087	16.17768921	13
03730001	0373	358818.8298	4264743.874	-28.61948631	38.51989546	25-Jun-99	1999	6	-16.75	8.229201531	0	37.7694912	0	37.77048187	4.901827017	11.03599997	0.588	18.29999924	0.001775869	23.0767396	5
03730002	0373	358788.1565	4264751.542	-28.61983958	38.51995967	25-Jun-99	1999	6	-3.05	22.22149017	0	12.33135917	0	63.26171563	1.332547685	9.587692481	0.588	18.29999924	0.004146599	12.16987541	8
03740001	0374	358858.6556	4264688.959	-28.61901855	38.51940707	25-Jun-99	1999	6	-23	15.81365299	0	55.54219513	0	18.67100067	9.74498558	14.02954578	0.588	18.29999924	0.003557195	34.40458603	2
04130001	0413	363738.1853	4266963.72	-28.56350912	38.54066017	23-Jul-99	1999	7	-31.95	17.05556698	0	1433.440964	0	53.96598325	62.80461566	34.59999847	0.727999985	18.20000076	0.012898748	50.73123301	0
04150001	0415	358851.2346	4264681.043	-28.61910205	38.51933459	23-Jul-99	1999	7	-21.75	19.56464696	0	45.5399971	0	28.82302022	9.509525955	13.62000036	0.588	18.29999924	0.006399989	37.90154696	0
04150002	0415	358817.5929	4264726.805	-28.61949705	38.51974151	23-Jul-99	1999	7	-15.3	14.6428545	0	26.31513634	0	43.23072586	4.862303214	11.07454543	0.588	18.29999924	0.005983226	51.78577576	3
04170001	0417	358818.5824	4264606.091	-28.61946133	38.51865421	23-Jul-99	1999	7	-22.25	25.74736479	0	35.8175656	0	23.11523702	8.316869184	14.18430535	0.588	18.29999924	0.021029219	53.41574521	0
04170002	0417	358790.1354	4264801.757	-28.61982703	38.52041235	23-Jul-99	1999	7	-18.5	16.45698587	0	23.03424899	0	45.47078832	3.286329421	9.619318355	0.588	18.29999924	0.004947362	37.94499246	2
04170003	0417	358784.1986	4264615.491	-28.61985749	38.51873343	23-Jul-99	1999	7	-11.25	21.3065486	0	12.91011013	0	61.20640841	4.917176962	12.73166647	0.588	18.29999924	0.0473355	45.93429288	19
04190001	0419	358859.645	4264685.495	-28.61900651	38.51937603	26-Jul-99	1999	7	-22.25	15.51443958	0	55.98620415	0	19.37762419	9.962568283	14.26596194	0.588	18.29999924	0.003731012	33.91839043	0
04210001	0421	358762.8504	4264538.399	-28.62008671	38.51803556	27-Jul-99	1999	7	-24.35	18.0823983	0	24.99714184	0	39.11847178	4.23821559	13.01349993	0.588	18.29999924	0.015468809	49.75216023	0
04210002	0421	358782.002	4264613.06	-28.61988218	38.51871119	27-Jul-99	1999	7	-12.2	19.43861403	0	14.41616192	0	61.78034477	4.006731088	12.78516655	0.588	18.29999924	0.048757161	50.99418774	47
04220001	0422	358772.2766	4264556.952	-28.61998237	38.51820419	27-Jul-99	1999	7	-24.25	14.06622583	0	34.80002391	0	36.19329858	4.878394233	13.33500011	0.588	18.29999924	0.011285153	33.72485781	2
04220002	0422	358747.14	4264535.706	-28.62026631	38.51800881	27-Jul-99	1999	7	-12	22.08795097	0	10.21759484	0	51.01665011	3.012185248	12.74652775	0.588	18.29999924	0.016336918	46.36202968	14
04230002	0423	358747.4393	4264578.049	-28.62027143	38.5183903	28-Jul-99	1999	7	-12	32.27275963	0	7.650281525	0	78.9100708	1.671398985	12.46212127	0.588	18.29999924	0.040529379	58.93934746	2
04230003	0423	358745.9472	4264577.767	-28.62028848	38.51838753	28-Jul-99	1999	7	-5.25	36.22943809	0	6.126685749	0	74.56048376	1.308608671	12.3875	0.588	18.29999924	0.055367417	60.22858793	18
04250001	0425	358814.009	4264501.672	-28.61949269	38.51771283	28-Jul-99	1999	7	-38	3.484111301	1	85.15490941	31.70894309	0	10.49152451	16.49566689	0.588	18.29999924	0.00056945	9.351511214	0
04260001	0426	358757.1647	4264534.658	-28.62015115	38.51800096	28-Jul-99	1999	7	-24.3	15.37767568	0	20.16194916	0	41.45522842	4.221701638	12.94380951	0.588	18.29999924	0.015622436	46.75642738	0
04280001	0428	361551.8268	4263453.78	-28.58789206	38.50870279	29-Jul-99	1999	7	-33.5	4.612094933	0	2990.1246	0	115.5038737	33.79436215	47.29999924	0.621999979	18.70000076	0.005946631	34.27499104	0
04280002	0428	361464.5264	4263481.806	-28.58889852	38.50894169	29-Jul-99	1999	7	-13.7	9.147001141	0	2899.469775	0	195.8825409	34.27742348	47.42699871	0.621999979	18.70000076	0.005056551	32.28578315	3
04300001	0430	361551.5047	4263453.135	-28.58789563	38.50869694	29-Jul-99	1999	7	-36	5.889282034	0	2992.97014	0	113.889784	33.75247921	47.29999924	0.621999979	18.70000076	0.012909302	39.92598137	0
04300002	0430	361460.9828	4263478.585	-28.58893851	38.50891212	29-Jul-99	1999	7	-15.25	8.720611304	0	2896.685944	0	195.0632591	34.27000251	47.44333204	0.621999979	18.70000076	0.007162015	29.09697145	0
04320001	0432	357732.136	4264826.986	-28.63196399	38.52047114	30-Jul-99	1999	7	-14.9	1.923639347	1	47.93906371	26.44968732	0	0.210604272	20.30899925	0.588	18.29999924	0.000310077	10.08142602	0
04320002	0432	357749.1945	4264785.845	-28.63176002	38.52010325	30-Jul-99	1999	7	-12.45	5.944411864	0	30.44249837	0	8.312851906	0.061901768	18.7154438	0.588	18.29999924	0.001347515	18.19736322	6
04320003	0432	357761.9884	4264769.038	-28.63160989	38.51995388	30-Jul-99	1999	7	-3.45	15.68356349	0	6.829726028	0	30.9669117	0.008037656	17.85593688	0.588	18.29999924	0.005953484	28.45653933	0
04330001	0433	357718.5896	4264828.241	-28.63211958	38.52048027	30-Jul-99	1999	7	-14.9	1.726628133	1	45.87481567	20.1299211	0	0.374482195	20.66692294	0.588	18.29999924	0.000288736	7.878788761	0
04340001	0434	358689.843	4265030.866	-28.62102337	38.52246036	31-Jul-99	1999	7	-14	5.363772436	1	73.56330872	17.20765149	0	10.75808301	5.249210634	0.588	18.29999924	0.005060909	13.21006497	0
04340002	0434	358713.2376	4265018.249	-28.62075255	38.52235041	31-Jul-99	1999	7	-18	6.943999074	1	79.46290796	17.01306343	0	11.3079865	5.545833349	0.588	18.29999924	0.003679853	24.14003129	0
04340003	0434	358712.1861	4264989.86	-28.62075887	38.5220945	31-Jul-99	1999	7	-16.5	10.94344012	0	63.02448247	0	7.338446554	9.220680618	5.910937518	0.588	18.29999924	0.004103456	28.83674177	1
04340004	0434	358675.9113	4264997.746	-28.62117643	38.52215978	31-Jul-99	1999	7	-14	9.585435814	0	39.77085919	0	21.89311896	7.64396286	4.931249917	0.588	18.29999924	0.009770028	19.64095391	7
04340005	0434	358674.8599	4264998.009	-28.62118854	38.52216198	31-Jul-99	1999	7	-12.5	9.533979654	0	39.39940643	0	21.5478714	7.580733603	4.93849988	0.588	18.29999924	0.010579745	20.25879345	14
04340006	0434	358664.8712	4265075.29	-28.6213187	38.52285658	31-Jul-99	1999	7	-10.2	5.907007824	1	94.29761436	26.00889397	0	11.16629527	5.118666935	0.588	18.29999924	0.008577318	6.463132902	0
04360001	0436	358684.8486	4265050.844	-28.62108468	38.52263953	31-Jul-99	1999	7	-14	6.357284766	1	87.65547063	32.68475298	0	11.04765383	5.260384816	0.588	18.29999924	0.007106113	11.6477711	0
04360002	0436	358715.6033	4265019.3	-28.62072563	38.52236026	31-Jul-99	1999	7	-18	10.48978138	1	85	20.61552811	0	11.13314152	5.433333397	0.588	18.29999924	0.002295388	30.09760857	0
04370001	0437	358704.826	4264954.899	-28.6208362	38.52177839	31-Jul-99	1999	7	-11.05	14.62224213	0	32.32313223	0	39.61648088	6.856957396	6.164444288	0.588	18.29999924	0.008440747	29.03355464	1
04370002	0437	358755.0324	4264932.556	-28.62025597	38.52158508	31-Jul-99	1999	7	-17.15	10.91779866	0	48.327911	0	35.44652576	8.442503611	7.720000124	0.588	18.29999924	0.002808687	24.692414	1
04370003	0437	358502.8558	4265128.783	-28.62318739	38.52331273	31-Jul-99	1999	7	-3.15	3.50636971	0	14.92684382	0	25.77182822	1.81871922	0.342272698	0.588	18.29999924	0.009459437	13.82921999	5
04370004	0437	358651.1577	4264974.618	-28.62145561	38.5219475	31-Jul-99	1999	7	-4.25	13.77878822	0	7.678601005	0	51.51154709	4.90988183	4.808636145	0.588	18.29999924	0.050882279	22.59226834	4
04370005	0437	358557.9768	4265155.177	-28.62256064	38.52355926	31-Jul-99	1999	7	-4.25	3.360551942	1	47.05895025	22.89183807	0	4.114366923	1.231000054	0.588	18.29999924	0.000694535	10.19470835	0
04370006	0437	358658.8254	4265073.713	-28.62138771	38.52284141	31-Jul-99	1999	7	-9.95	5.716627121	1	91.5634683	23.95280202	0	10.97548788	4.944250226	0.588	18.29999924	0.005508979	10.32059328	0
04390001	0439	358190.2918	4264370.283	-28.62661781	38.51643006	03-Aug-99	1999	8	-24.85	3.522263967	0	99.22249746	0	53.20193076	0.003696446	15.24772601	0.588	18.29999924	0.000991298	14.06251678	0
04390002	0439	358211.7245	4264370.705	-28.62637214	38.51643728	03-Aug-99	1999	8	-23.95	5.240204316	0	113.0599154	0	53.69242918	0	15.80499884	0.588	18.29999924	0.004180419	23.93188319	0
04390003	0439	358092.1227	4264345.218	-28.62773834	38.51618862	03-Aug-99	1999	8	-5.3	9.936099768	0	10.04961161	0	123.096459	1.084217817	7.23999704	0.588	18.29999924	0.006576788	34.3190697	11
04410001	0441	358698.7665	4264382.746	-28.62079007	38.5166232	03-Aug-99	1999	8	-28.35	21.5416222	0	26.30958319	0	33.44925324	2.109838605	17.09766699	0.588	18.29999924	0.011027283	46.30948814	3
04410002	0441	358695.0572	4264409.771	-28.62083806	38.51686606	03-Aug-99	1999	8	-12.65	32.78978879	0	13.41667094	0	44.41848551	0.970998795	12.87795146	0.588	18.29999924	0.015382899	48.13038417	1
04410003	0441	358701.3985	4264425.489	-28.62076853	38.51700866	03-Aug-99	1999	8	-3.3	43.52964852	0	4.005466755	0	44.30615528	1.588346127	12.91468751	0.588	18.29999924	0.020129966	46.41458199	17
04430001	0443	356216.2781	4264735.968	-28.64932714	38.51940762	04-Aug-99	1999	8	-21.5	7.870843768	0	334.192632	0	87.87363211	3.165419803	25.29999924	0.583000004	18.10000038	0.007918923	33.31068905	0
04430002	0443	356232.6855	4264770.21	-28.64914604	38.51971873	04-Aug-99	1999	8	-19.5	8.099182562	0	300.5820812	0	92.26257463	3.192058277	25.29999924	0.583000004	18.10000038	0.015245804	37.01071939	0
04430003	0443	356245.5261	4264974.946	-28.6490409	38.52156514	04-Aug-99	1999	8	-12.5	5.737029173	0	96.64906913	0	46.48954482	2.193561207	25.29999924	0.583000004	18.10000038	0.005302814	31.51747066	1
04450001	0445	356208.4311	4264713.854	-28.64941257	38.51920714	04-Aug-99	1999	8	-21.85	6.629818689	0	356.4256897	0	84.4624391	3.143276665	25.50399914	0.583000004	18.11818227	0.005208083	34.44074665	0
04450002	0445	356232.6855	4264801.598	-28.6491525	38.52000149	04-Aug-99	1999	8	-17.35	10.55990395	0	269.2914484	0	90.23616028	3.207486716	25.29999924	0.583000004	18.10000038	0.013481872	26.11808504	0
04450003	0445	356213.4246	4265009.901	-28.64941619	38.52187484	04-Aug-99	1999	8	-11.15	6.254666944	0	62.02118079	0	10.48428233	1.588637412	24.89499874	0.583000004	18.10000038	0.008832605	10.04801772	1
04460001	0446	358913.3233	4264695.143	-28.61839294	38.51947145	05-Aug-99	1999	8	-35.15	2.730290917	1	109.6987513	35.8157255	0	15.85277736	16.22111151	0.588	18.29999924	0.001382837	14.29531544	0
04460002	0446	358819.3245	4264728.537	-28.61947754	38.51975738	05-Aug-99	1999	8	-14.35	11.18120191	0	31.92592187	0	41.60872477	5.103219032	11.0250001	0.588	18.29999924	0.003596017	34.82949552	7
04460003	0446	358787.6617	4264750.8	-28.6198451	38.51995291	05-Aug-99	1999	8	-3.3	23.03629632	0	10.40587373	0	65.4710187	1.306652335	9.597795573	0.588	18.29999924	0.005528768	13.08155487	4
04470001	0447	358902.4392	4264700.832	-28.6185189	38.51952098	05-Aug-99	1999	8	-36	5.535947691	1	100.9925176	28.72582037	0	14.51798283	15.80954612	0.588	18.29999924	0.002536427	17.59992071	0
04480002	0448	365125.4966	4266337.011	-28.54747511	38.53522576	05-Aug-99	1999	8	-13	18.93502282	0	15.43345082	0	122.1884999	67.95698166	28.49295512	0.790399998	18.10000038	0.014965934	40.66688347	9
04490001	0449	365160.4739	4266278.524	-28.54706265	38.53470417	05-Aug-99	1999	8	-14.65	3.402849704	0	52.59838406	0	186.2871475	68.20863897	22.05175037	0.791999996	18.06666692	0.001379128	15.38595752	10
04500001	0450	360496.5532	4267339.121	-28.60076626	38.54353943	09-Aug-99	1999	8	-20	4.014056297	0	265.4741173	0	184.3645531	56.97574234	18.72196926	0.950999975	18.39999962	0.000832801	16.8984762	0
04510001	0451	357725.0618	4264828.241	-28.63204537	38.52048131	10-Aug-99	1999	8	-15.5	1.758945602	1	50.64062292	22.09985646	0	0.294068565	20.50454504	0.588	18.29999924	0.00026622	6.777889468	0
04510002	0451	357749.1443	4264793.622	-28.63176217	38.5201733	10-Aug-99	1999	8	-13.7	3.734417599	0	35.57612114	1	4.828427124	0.062038728	19.0765145	0.588	18.29999924	0.001074134	18.17623683	8
04510003	0451	357754.1615	4264784.842	-28.63170286	38.520095	10-Aug-99	1999	8	-12.5	7.903248549	0	27.35411508	0	12.91075952	0.053369095	18.3833328	0.588	18.29999924	0.002046525	28.52040386	4
04510004	0451	357745.6323	4264808.172	-28.63180541	38.52030381	10-Aug-99	1999	8	-15	4.635782553	1	35.45471847	4.158476125	5.958947887	0.088060611	19.24388847	0.588	18.29999924	0.001265549	21.73781827	0
04530001	0453	353484.7991	4264663.772	-28.68063213	38.51831183	11-Aug-99	1999	8	-21	18.06331096	0	141.3622055	0	48.05544444	1.309185505	29.0512495	0.564999998	18.20000076	0.037690402	47.26361435	0
04530003	0453	353496.558	4264775.412	-28.68052069	38.51931944	11-Aug-99	1999	8	-18	5.442024708	0	74.33034515	0	160	0.876526475	21.65999985	0.564999998	18.20000076	0.000365999	6.191704273	2
04530005	0453	353388.8345	4264801.588	-28.68176136	38.5195375	11-Aug-99	1999	8	-10	18.31773305	0	7.383895556	0	206.3288727	0.780170018	24.1137495	0.564999998	18.20000076	0.013870536	45.39816769	9
04540001	0454	356647.8647	4265089.084	-28.64445075	38.52265824	11-Aug-99	1999	8	-9	7.167164326	0	58.9483223	0	86.14933332	1.404323423	25.29999924	0.583000004	18.10000038	0.006921309	1.283417031	4
04540004	0454	356697.087	4265127.606	-28.64389421	38.52301319	11-Aug-99	1999	8	-5.5	6.584751654	0	50.47261505	0	75.19295273	0.989708191	24.57117574	0.583000004	18.10000038	0.005790329	0.775438425	10
04570001	0457	358716.7831	4264386.455	-28.62058424	38.51665947	12-Aug-99	1999	8	-33	23.16567014	0	38.85241267	0	20.29679019	4.01238261	17.33499963	0.588	18.29999924	0.007230702	46.46935253	0
04570003	0457	358696.7061	4264418.765	-28.62082097	38.51694735	12-Aug-99	1999	8	-5	38.61006868	0	10.05059385	0	44.40637815	0.958555318	12.8347222	0.588	18.29999924	0.016238469	43.44878757	33
04590001	0459	358553.5543	4265118.436	-28.62260392	38.52322758	12-Aug-99	1999	8	-6	2.835808424	1	51.24969923	21.63920975	0	5.04935503	1.332083394	0.588	18.29999924	0.000264869	7.148127565	0
04590002	0459	358515.6166	4265199.83	-28.62305544	38.52395478	12-Aug-99	1999	8	-2.75	2.471728534	0	21.20169067	0	25.61417754	0.246767455	0.88090928	0.588	18.29999924	0.001324777	5.677310308	17
04600001	0460	356990.1986	4265184.91	-28.64054479	38.52357655	15-Aug-99	1999	8	-5.5	3.196425796	1	83.49332428	34.26392114	0	0.675373595	24.57999948	0.583000004	18.10000038	0.002103309	7.982530564	0
04600002	0460	356977.9499	4265228.861	-28.64069424	38.52397051	15-Aug-99	1999	8	-5	4.879625971	1	62.28632216	37.19535689	0	0.420253937	18.96181739	0.583000004	18.10000038	0.002603646	3.60384694	0
04600003	0460	356939.0422	4265223.097	-28.64113922	38.52391234	15-Aug-99	1999	8	-4.5	5.471016494	1	25.55251	74.82822141	0	0.361900216	16.00749969	0.583000004	18.10000038	0.005154032	4.948877681	0
04610001	0461	357990.6992	4265244.354	-28.62908388	38.52427227	16-Aug-99	1999	8	-6	1.098401538	1	57.09563866	17.12084694	0	0	10.5329543	0.588	18.29999924	0.000259315	2.733193612	0
04610002	0461	357844.0835	4265125.789	-28.63074107	38.52318077	16-Aug-99	1999	8	-5.35	0.828710636	1	111.5435295	13.6232687	0	0	18.16529375	0.588	18.29999924	7.4429E-05	3.789551294	0
04610003	0461	357936.0437	4265194.904	-28.62970059	38.52381807	16-Aug-99	1999	8	-5.05	2.550862988	1	63.79380035	20.39778948	0	0	17.73074894	0.588	18.29999924	0.0006389	9.693317935	0
04610004	0461	357890.6419	4265153.551	-28.63021282	38.5234383	16-Aug-99	1999	8	-5.1	1.428492824	1	83.96274821	9.762313843	0	0	17.82294049	0.588	18.29999924	7.61262E-05	5.292977124	0
04610005	0461	357892.6662	4265209.941	-28.63020107	38.52394661	16-Aug-99	1999	8	-3	8.992461178	0	35.2057422	0	22.74792163	0	19.13479106	0.588	18.29999924	0.002243337	30.13298808	13
04620001	0462	357718.7507	4264408.384	-28.63203231	38.51669804	16-Aug-99	1999	8	-34.1	30.44683532	0	36.26013531	0	67.43187489	1.426132311	35.5	0.588	18.29999924	0.033055654	51.92814754	0
04620002	0462	357775.563	4264422.609	-28.63138378	38.51683527	16-Aug-99	1999	8	-11.55	27.53197384	0	16.16631439	0	82.17280336	0.240078847	35.5	0.588	18.29999924	0.057419612	52.97242754	69
